heat_degree_hours,dehydration_pct_hours,fatigue_hours,burden,intervention_cost,info_cost,total_score,peak_true_core_c,peak_true_deficit,final_fatigue,rmse_core_c,bias_core_c,rmse_deficit,coverage95_core,mean_core_sd,n_verify,cooling_hours,n_human_check,n_water_fix,n_commands_issued,n_rejected,n_failed,n_tool_calls,detection_latency_h,false_cooling_hours,scenario,seed,agent,days,decide_every,sensor_noise_mult,verify_price
1.4239924674219218,0.0,2.2514476634739466,2.7748610655062897,1.15,0.0,3.9248610655062897,40.01516455241689,0.009683667289331739,0.0,0.12488505078600187,0.001206620946094361,0.0022462054142671126,0.9711538461538461,0.13807019230769232,0,10.0,1,0,24,0,0,94,1.0,4.5,fever_hot,17,bounded_react_noverify,1,4,1.0,0.0
1.3683293368127973,0.0,2.444817924744294,2.835220091659374,1.3900000000000001,0.0,4.225220091659374,39.85560587518074,0.007775383170053499,0.0,0.13577128228329685,-0.0037920431265531327,0.0013024675110033942,0.9807692307692307,0.1349548076923077,0,14.0,1,0,24,0,0,92,0.5,8.25,fever_hot,18,bounded_react_noverify,1,4,1.0,0.0
1.148237520867724,0.0,1.4273268089823339,2.004633606257124,1.27,0.0,3.274633606257124,39.90349728160543,0.0077471580744502035,0.0,0.10358593434140778,0.005408100716518009,0.0014935119276646383,0.9903846153846154,0.13688557692307693,0,12.0,1,0,24,0,1,94,0.25,6.75,fever_hot,19,bounded_react_noverify,1,4,1.0,0.0
1.2456737742374422,0.0,1.6268607656636815,2.221790233635651,1.21,0.0,3.431790233635651,39.914766352871204,0.009260893418556503,0.0,0.09881853520876266,0.017539606508886384,0.001826891099217429,0.9903846153846154,0.13601538461538462,0,11.0,1,0,24,0,1,95,0.5,5.75,fever_hot,20,bounded_react_noverify,1,4,1.0,0.0
1.3596943259483076,0.0,2.0522797538456707,2.5910621782557097,1.21,0.0,3.8010621782557097,39.898363381998806,0.009279881222935127,0.0,0.1041670875753942,0.0016767551042919083,0.0019580769537098685,0.9903846153846154,0.1374692307692308,0,11.0,1,0,24,0,0,93,0.0,5.75,fever_hot,21,bounded_react_noverify,1,4,1.0,0.0
1.1709119250289728,0.0,1.3093178507027132,1.9565026354506005,1.15,0.0,3.1065026354506005,39.9240962011133,0.008096795220948897,0.0,0.10427611225714391,0.022457854332864933,0.0014931134245733532,0.9807692307692307,0.13746057692307692,0,10.0,1,0,24,0,0,94,0.5,4.5,fever_hot,22,bounded_react_noverify,1,4,1.0,0.0
1.4070611492365686,0.0,2.458797973505651,2.882339933339959,1.33,0.0,4.212339933339959,39.99067053566803,0.00751662093101957,0.008883632080112926,0.09442148060839588,0.011959302612775575,0.0019147335480926627,0.9807692307692307,0.13404038461538462,0,13.0,1,0,24,0,0,95,0.5,7.75,fever_hot,23,bounded_react_noverify,1,4,1.0,0.0
1.1594153864147234,0.0,1.5639442253687246,2.097781921635958,1.15,0.0,3.247781921635958,39.94007574845963,0.008301541668787943,0.0,0.1107929962936099,0.020360681111160857,0.0022275242450664717,0.9807692307692307,0.13368076923076921,0,10.0,1,0,24,0,0,95,0.25,4.75,fever_hot,24,bounded_react_noverify,1,4,1.0,0.0
0.0,0.12271487276907175,0.0,0.12271487276907175,0.82,0.0,0.9427148727690717,39.085026111908476,0.022316067550593593,0.0,0.11343006031396856,0.08797788055444776,0.003955685212322709,0.9807692307692307,0.13672403846153847,3,12.0,0,1,24,0,0,100,,12.0,combined,0,bounded_react,1,4,1.0,0.0
0.0,1.9752184925220888,0.0,1.9752184925220888,0.9999999999999999,0.0,2.975218492522089,38.98801621606164,0.03344621232817987,0.0,0.09208680319480263,0.06436773607008248,0.007778153570733102,1.0,0.1346278846153846,0,15.0,0,1,24,0,0,95,,13.5,combined,1,bounded_react,1,4,1.0,0.0
